"Model.Year","Type","MPG","Weight","Horsepower","Acceleration","CO2"
1980,"Sedan",22.1758,2558.682,78.3664,16.061,400.7522
1981,"Sedan",26.42112,2448.511,76.5398,15.7567,336.3597
1982,"Sedan",24.99413,2522.581,78.9192,16.8161,355.5635
1983,"Sedan",24.5849,2493.315,84.6217,14.4615,361.4821
1984,"Sedan",25.59263,2548.209,84.6495,14.683,347.4482
1985,"Sedan",25.28988,2546.579,84.6409,14.5039,351.5943
1986,"Sedan",24.98897,2693.095,102.3162,12.7446,355.6369
1987,"Sedan",24.73318,2715.668,104.4024,12.8181,359.3149
1988,"Sedan",23.98438,2870.296,113.2654,12.6018,370.5328
1989,"Sedan",24.73892,2857.314,108.0961,12.5451,359.2316
1990,"Sedan",25.0359,2869.85,114.2833,11.2071,354.9703
1991,"Sedan",25.16418,2865.582,112.9198,11.3921,353.1607
1992,"Sedan",25.30253,2898.366,118.5412,11.0516,351.2298
1993,"Sedan",24.87249,2889.551,123.2308,10.0759,357.3025
1994,"Sedan",24.98103,2877.15,119.3632,10.177,355.75
1995,"Sedan",25.1824,2981.212,123.3303,10.6664,352.9053
1996,"Sedan",25.75533,2895.248,117.6971,11.2348,345.0548
1997,"Sedan",25.11996,2914.356,118.6981,11.195,353.7824
1998,"Sedan",24.35268,3017.585,124.9985,11.4511,364.929
1999,"Sedan",24.36934,2925.695,128.5508,10.8067,364.6795
2000,"Sedan",24.1325,2955.086,128.7726,10.4123,368.2586
2001,"Sedan",23.49263,3035.512,135.2325,10.0335,378.2888
2002,"Sedan",23.5601,3075.766,137.9002,10.0286,377.2056
2003,"Sedan",23.78377,3160.194,151.6677,9.4697,373.6582
2004,"Sedan",22.28092,3292.425,184.402,8.4204,398.8614
2005,"Sedan",23.26105,3237.805,171.4746,8.771,382.055
2006,"Sedan",23.94297,3215.617,171.8628,8.64,371.1737
2007,"Sedan",24.45399,3193.914,165.3953,8.9698,363.4171
2008,"Sedan",25.15415,3132.502,161.6856,9.0744,353.3016
2009,"Sedan",24.67233,3292.237,175.4967,8.6604,360.201
2010,"Sedan",26.30099,3245.549,163.5392,8.9735,337.896
2011,"Sedan",26.74653,3127.316,153.7635,9.2973,332.2673
2012,"Sedan",29.11001,3089.133,156.5178,8.9939,305.2902
2013,"Sedan",29.86881,2997.372,153.3085,9.0004,297.5344
1978,"Sedan",16.36842,3064.91,128.0398,11.541,542.9358
1979,"Sedan",16.65964,3150.911,132.3903,12.4413,533.445
1980,"Sedan",21.26065,3064.127,121.9733,13.1366,418.0023
1981,"Sedan",21.75489,3004.663,117.2526,13.2577,408.5059
1982,"Sedan",21.58696,2979.731,118.4601,14.0209,411.6838
1983,"Sedan",21.55032,3019.453,126.4492,12.4652,412.3837
1984,"Sedan",22.98238,2904.958,122.4933,12.222,386.6876
1985,"Sedan",21.66213,3190.847,129.0693,12.2581,411.7606
1986,"Sedan",21.24636,3232.12,132.4146,11.4399,418.8914
1987,"Sedan",20.3318,3235.812,146.9155,10.8622,437.0986
1988,"Sedan",18.00466,3576.618,176.5322,10.5906,493.5943
1989,"Sedan",18.31651,3493.828,184.3465,9.7062,485.1906
1990,"Sedan",18.40974,3583.578,187.0657,9.139,482.7335
1991,"Sedan",19.14252,3557.409,182.554,9.3895,464.2545
1992,"Sedan",19.93818,3648.426,185.8097,9.1851,445.7278
1993,"Sedan",20.90851,3639.718,194.3674,8.4353,425.0422
1994,"Sedan",20.75436,3660.418,197.7352,8.3621,428.1991
1995,"Sedan",20.84278,3760.445,203.0469,8.5608,426.3827
1996,"Sedan",22.34681,3453.167,180.8876,9.1241,397.6855
1997,"Sedan",21.05099,3571.687,202.2726,8.5796,422.1654
1998,"Sedan",20.72315,3594.954,205.4915,8.7308,428.844
1999,"Sedan",20.66633,3675.658,198.8889,8.9002,430.0231
2000,"Sedan",20.19204,3680.878,198.3757,8.5262,440.1239
2001,"Sedan",20.1943,3734.253,220.3529,7.8922,440.0747
2002,"Sedan",21.10937,3684.404,217.423,8.1156,420.9979
2003,"Sedan",21.46344,3585.58,209.9383,8.1265,414.053
2004,"Sedan",21.19136,3596.285,214.1701,8.0073,419.3691
2005,"Sedan",21.63849,3509.464,208.02,8.0184,410.7034
2006,"Sedan",21.72526,3628.155,229.3025,7.6008,409.063
2007,"Sedan",22.14516,3697.122,242.799,7.4041,401.3066
2008,"Sedan",21.88759,3793.657,255.9773,7.3073,406.0292
2009,"Sedan",22.79797,3691.673,241.6699,7.3772,390.1023
2010,"Sedan",22.83847,3706.085,248.1492,7.3888,389.6629
2011,"Sedan",23.20552,3856.999,254.5816,7.2119,383.7784
2012,"Sedan",25.02022,3741.3,251.9989,7.2755,355.1927
2013,"Sedan",25.79631,3779.41,259.6531,6.9635,344.5066
2014,"Sedan",27.21624,3855.247,259.1068,6.8858,326.5971
2015,"Sedan",27.10611,3799.243,254.9992,6.8996,326.7638
2016,"Sedan",26.61715,3862.926,254.3848,6.8702,333.2216
2017,"Sedan",27.91449,3840.788,243.9759,6.9635,314.6701
2018,"Sedan",27.31841,3947.906,258.3948,6.7454,321.7943
2019,"Sedan",27.61696,3919.593,259.6088,6.7872,317.557
2020,"Sedan",27.08252,4010.426,286.8702,6.5686,326.5558
2021,"Sedan",27.78066,3998.922,280.5308,6.43,316.3767
2000,"SUV",14.30324,5000,282,8.1471,621.3278
2001,"SUV",15.6503,4797.2,246.7278,8.8528,567.8485
2002,"SUV",16.33352,5000,242.6807,9.3534,544.096
2003,"SUV",16.23491,5000,244.2155,9.2353,547.4005
2004,"SUV",17.4499,4507.58,228.2918,9.1258,509.2866
2005,"SUV",17.22956,4561.927,239.2847,8.8612,515.7995
2006,"SUV",17.19659,4542.519,242.1816,8.8243,516.7885
2007,"SUV",18.8441,4581.096,274.7487,8.0051,471.6066
2008,"SUV",18.45165,4752.617,278.13,8.1485,481.637
2009,"SUV",18.27006,4983.638,284.087,8.0953,491.0807
2010,"SUV",18.92469,4935.214,291.5804,8.1156,480.0364
2011,"SUV",20.27729,4963.965,299.9279,7.4256,447.3399
2012,"SUV",20.07309,5026.968,299.6282,7.4679,452.807
2013,"SUV",20.63551,4725.611,289.9399,7.1693,432.8582
2014,"SUV",22.73428,4602.333,285.6711,7.1334,393.2592
2015,"SUV",22.65351,4803.38,294.3128,7.2242,397.3735
2016,"SUV",22.39334,4704.794,286.866,7.1311,395.8338
2017,"SUV",22.54566,4650.112,284.4615,7.0934,393.4359
2018,"SUV",22.91331,4852.465,293.5398,7.1216,386.9586
2019,"SUV",23.57111,4867.437,313.8456,6.9641,377.0293
2020,"SUV",23.12327,4834.314,336.1031,6.6093,383.4028
2021,"SUV",23.58403,5009.035,327.4817,6.0231,369.1105
1995,"SUV",19.9385,3500,110.1362,12.7015,445.7206
1996,"SUV",18.80698,3500,130,12.0952,472.5372
1997,"SUV",19.5149,3500,130,11.9764,455.3957
1998,"SUV",19.74496,3500,130,12.4269,450.0895
1999,"SUV",19.66743,3500,130,12.3873,451.8639
2000,"SUV",18.92064,3500,130,11.864,469.6988
2001,"SUV",18.38573,3500,130,11.7344,483.3639
2002,"SUV",18.55475,3500,130,11.8581,478.9609
2003,"SUV",15.63242,4500,192,10.2356,568.498
2004,"SUV",16.00469,4500,192,10.1831,555.2747
2005,"SUV",16.73102,4427.671,189.1574,9.9293,531.1692
2006,"SUV",17.00739,4388.995,187.4373,10.0688,522.5374
2007,"SUV",18.4503,4245.388,215.5179,9.5389,481.6725
2008,"SUV",18.65894,4238.581,208.3286,9.7822,476.2865
2009,"SUV",19.35772,4245.434,215.3929,9.4343,459.0933
2010,"SUV",20.2741,4000,172.5316,10.6071,438.3425
2011,"SUV",22.80526,4056.397,211.943,9.0114,389.6909
2012,"SUV",23.39133,3541.379,182.9517,9.0942,379.9271
2013,"SUV",23.39044,3541.859,183.0323,9.0925,379.9415
2014,"SUV",22.48642,3567.123,192.4712,8.833,395.2164
2015,"SUV",22.64596,3507.383,183.1517,9.021,392.4321
2016,"SUV",21.93334,4224.569,250.2765,8.1781,405.1823
2017,"SUV",22.25554,4230.607,234.3436,8.623,399.3164
2018,"SUV",22.39992,4192.465,225.5452,8.8119,396.7425
2019,"SUV",23.31731,4160.095,225.877,8.5343,381.1332
2020,"SUV",22.97482,4260.616,243.5571,8.1459,386.8148
2021,"SUV",24.75826,4054.526,228.2126,8.2335,358.9508
2014,"Sedan",32.2234,3138.768,162.496,8.7685,275.7934
2015,"Sedan",32.58697,3185.374,167.599,8.5166,272.7164
2016,"Sedan",32.48981,3123.836,163.7314,8.5834,273.5319
2017,"Sedan",31.45438,3205.841,167.3299,8.5699,282.5362
2018,"Sedan",30.90383,3383.682,178.8617,8.4117,287.5695
2019,"Sedan",30.51457,3247.739,174.2656,8.4779,291.2379
2020,"Sedan",30.31753,3380.331,185.9372,8.2106,293.1307
2021,"Sedan",29.96929,3400.545,190.5638,8.0919,296.5369
1991,"SUV",17.15016,4329.707,170,11.1816,518.1877
1992,"SUV",17.0923,4500,170,11.0568,519.9417
1993,"SUV",17.12692,4500,170,10.4829,518.8908
1994,"SUV",16.89646,4382.8,170,10.3409,525.968
2001,"SUV",19.16299,3500,197.1563,8.8665,463.7585
2002,"SUV",19.23216,3500,197.9363,8.9774,462.0906
2003,"SUV",19.04519,3500,199.1526,8.8615,466.627
2004,"SUV",18.97797,3500,198.8035,8.8886,468.2799
2005,"SUV",19.03466,3916.056,192.1093,9.6679,466.8851
2006,"SUV",19.60956,3850.216,185.5777,9.8771,453.1973
2007,"SUV",18.63673,4210.511,251.9994,7.8419,476.8541
2008,"SUV",18.77463,4303.341,256.0524,8.075,473.3515
2009,"SUV",18.54195,4357.172,263.1744,7.7005,479.2915
2010,"SUV",18.58884,4407.629,266.2725,7.7813,478.0825
2011,"SUV",19.60595,4422.994,267.5853,7.7796,453.2807
2012,"SUV",19.59921,4497.196,272.8374,7.7442,453.4366
2013,"SUV",23.33215,3967.471,209.6291,9.0494,380.8908
2014,"SUV",24.25751,4102.04,206.816,9.1562,366.3608
2015,"SUV",24.44917,4125.088,206.6792,9.1608,363.4889
2016,"SUV",26.24295,4052.669,191.0505,9.4268,338.6434
2017,"SUV",25.78301,4079.494,193.3596,9.3834,344.6844
2018,"SUV",26.33685,4134.91,197.788,9.2591,337.4475
2019,"SUV",26.036,4118.83,202.7336,9.0547,341.5358
2020,"SUV",26.43071,4014.074,198.5681,9.0808,336.2377
2021,"SUV",26.22289,3999.234,201.1459,8.9666,338.9024
1978,"Van",17.04923,3500,67,20.8615,521.2552
1979,"Van",15.9526,3500,67,22.3028,557.0879
1980,"Van",16.23834,3618.598,67,23.1548,547.2849
1981,"Van",15.77375,3644.345,67,23.2164,563.4043
1982,"Van",18.4214,3668.109,61.2574,26.6947,501.9769
1983,"Van",16.40269,3624.963,69.4944,22.2107,542.9117
1984,"Van",17.55792,3627.184,82,19.6537,506.1534
1985,"Van",18.07195,3655.82,82,19.5303,491.7564
1986,"Van",16.24821,3764.429,90,17.7287,546.9526
1987,"Van",15.94053,3818.33,90,18.2484,557.5098
1988,"Van",16.66828,3867.576,90,18.7211,533.1684
1989,"Van",17.37851,4042.488,90,18.5029,511.3786
1990,"Van",17.25345,4020.185,90,17.566,515.0854
1991,"Van",17.31016,4021.252,90,17.4911,513.3979
1993,"Van",17.37462,4157.136,109,13.9227,511.4932
1994,"Van",16.64699,4259.921,109,13.8822,533.8502
1995,"Van",16.06995,5000,109,16.4835,553.0196
1997,"Van",15.26704,5490.012,140,14.9089,582.1036
1999,"Van",15.69945,4897.26,140,14.3261,566.0709
2000,"Van",15.57541,5115.55,140,14.0359,570.5789
2001,"Van",16.70315,4849.945,201,10.6274,532.0554
2002,"Van",16.7632,4638.341,201,10.5288,530.1495
2003,"Van",16.7027,4564.35,201,10.347,532.0696
1980,"Truck",26.66427,2264.887,64.8312,18.2935,348.4631
1981,"Truck",31.38921,2318.029,59.0751,19.0583,309.83
1982,"Truck",33.3225,2309.755,58.0665,20.4082,293.3889
1983,"Truck",30.34557,2378.792,65.1041,17.6085,309.6952
1994,"Sedan",26.88995,2665.798,98.0132,11.2774,330.4952
1995,"Sedan",25.35978,2812.677,112.0656,11.1502,350.4368
1996,"Sedan",26.78697,2720.394,108.7869,11.4277,331.7658
1997,"Sedan",25.35033,2820.059,115.9358,11.0817,350.5675
1998,"Sedan",24.89044,2830.568,114.6055,11.5777,357.0448
1999,"Sedan",24.8014,2948.388,126.3107,11.0382,358.3265
2000,"Sedan",24.35841,3024.411,129.7427,10.5466,364.8431
2001,"Sedan",25.04297,3071.863,132.294,10.2075,354.87
2002,"Sedan",24.81606,3101.131,134.9424,10.3529,358.1148
2003,"Sedan",24.09872,3162.441,140.7764,10.0383,368.7748
2004,"Sedan",23.40978,3247.34,146.3401,9.9434,379.6276
2005,"Sedan",23.96994,3179.397,142.4381,9.9707,370.756
2006,"Sedan",23.79473,3523.693,186.3917,8.9623,373.4861
2007,"Sedan",25.41812,3383.729,170.0118,9.4814,349.6325
2008,"Sedan",26.61769,3220.368,152.5708,9.9518,333.8757
2009,"Sedan",26.69144,3351.044,171.4252,9.2219,332.9531
2010,"Sedan",28.09456,3184.386,156.9693,9.6537,316.3245
2011,"Sedan",28.0698,3395.965,193.7327,8.308,316.6035
2012,"Sedan",29.45745,3281.959,185.8385,8.387,301.6893
2013,"Sedan",30.22002,3216.26,178.2203,8.4525,294.0766
2014,"Sedan",29.35392,3206.062,176.1845,8.4753,302.7535
2015,"Sedan",28.89971,3388.202,186.7343,8.3755,307.5117
2016,"Sedan",30.61303,3208.614,168.2121,8.6676,290.1891
2017,"Sedan",32.08435,3178.857,162.7015,8.7879,276.8023
2018,"Sedan",31.84539,3250.703,168.578,8.694,278.9248
2019,"Sedan",32.3432,3256.093,168.4693,8.6046,273.7096
2020,"Sedan",34.59077,3152.028,157.2046,8.7391,256.0995
2021,"Sedan",34.43917,3251.933,164.5575,8.6503,257.5291
2001,"SUV",19.30905,4000,173,10.4639,460.2506
2002,"SUV",18.97893,4000,173,10.6238,468.2562
2003,"SUV",18.71494,4000,177.8471,10.258,474.8614
2004,"SUV",18.27743,4000,184.6395,9.9506,486.2282
2005,"SUV",18.44626,4000,180.0242,10.1025,481.7778
2006,"SUV",18.36901,4208.139,182.4883,10.327,483.804
2007,"SUV",19.53076,4396.864,212.7223,9.7444,455.0258
2008,"SUV",19.67818,4425.463,217.971,9.6439,451.6171
2009,"SUV",19.8963,4468.721,213.4502,9.6539,446.6659
2010,"SUV",23.04121,3944.251,211.336,8.9085,385.7002
2011,"SUV",22.45286,3910.779,219.5907,8.6452,395.8071
2012,"SUV",22.46269,3841.346,209.2364,8.8282,395.6338
2013,"SUV",22.23085,3843.451,230.3224,8.2872,399.7599
2014,"SUV",21.43701,3968.37,245.9716,8.0368,414.5634
2015,"SUV",21.45946,3934,230.9804,8.3911,414.1297
2016,"SUV",20.63802,4340.867,290,7.366,430.6131
2017,"SUV",20.68381,4342.033,290,7.3616,429.6598
2018,"SUV",20.62821,4330.727,290,7.3462,430.8179
2019,"SUV",20.66645,4334.017,290,7.3428,430.0207
2020,"SUV",22.34544,4500,291,7.0052,397.7097
2021,"SUV",22.74397,4452.668,279.948,7.2532,390.7409
1986,"Sedan",29.50005,2500,68,15.9502,301.2538
1987,"Sedan",28.99627,2500,68,16.3799,306.4877
1988,"Sedan",28.69215,2500,68,16.6613,309.7363
1989,"Sedan",27.75856,2580.206,74.7373,15.6288,320.1535
1990,"Sedan",27.56661,2635.614,89.0456,12.9423,322.3828
1991,"Sedan",27.11118,2631.509,88.8602,13.1328,327.7984
1992,"Sedan",25.74401,2776.065,99.0156,12.3653,345.2065
1993,"Sedan",25.60753,2790.266,104.1224,11.2526,347.0463
1987,"SUV",15.74363,4000,134.3279,13.7825,564.4824
1988,"SUV",15.61528,4000,139.8655,13.3808,569.1219
1989,"SUV",15.91975,4000,144.8335,12.4925,558.2375
1990,"SUV",16.3444,4000,153,11.5309,543.7335
1991,"SUV",16.2842,4000,153,11.6256,545.7437
1992,"SUV",16.31671,4000,153,11.3522,544.6563
1993,"SUV",16.12362,4303.737,153,11.1087,551.1788
1994,"SUV",15.36549,4352.256,153,11.2125,578.3741
1995,"SUV",15.70723,4204.294,153,11.2467,565.7903
1996,"SUV",16.26922,4000,168,10.6544,546.2463
1997,"SUV",16.07981,4398.55,168,11.3229,552.6805
1998,"SUV",15.94193,4398.223,168,11.6951,557.4607
1999,"SUV",15.93207,4337.706,168.6996,11.5337,557.8057
2000,"SUV",15.68936,4422.794,169.8133,11.0973,566.4349
2001,"SUV",15.88509,4391.641,220.5138,9.3144,559.4553
2002,"SUV",15.74576,4422.498,213.821,9.6801,564.4057
2003,"SUV",17.138,4344.527,235.8229,8.8133,518.5553
2004,"SUV",15.85588,4941.92,270.572,8.4542,560.4862
2005,"SUV",16.74636,4852.034,274.0037,8.125,530.6824
2006,"SUV",16.85204,4881.347,272.9082,8.2255,527.3544
2007,"SUV",17.60486,4777.392,266.2758,8.3075,504.8037
2008,"SUV",17.95654,4782.036,269.2638,8.6479,494.9171
2009,"SUV",20.09643,4346.151,240.4664,8.4021,442.2178
2010,"SUV",19.14244,4558.304,244.407,8.6042,464.2564
2011,"SUV",19.76238,4552.888,244.3471,8.7028,449.6928
2012,"SUV",19.71066,4564.215,247.63,8.6124,450.8728
2013,"SUV",21.62129,4346.038,237.169,8.5505,411.0301
2014,"SUV",22.18444,4458.683,245.079,8.443,400.596
2015,"SUV",23.4858,4368.424,227.797,8.8563,378.3988
2016,"SUV",25.45938,4275.334,209.1731,9.3021,349.0658
2017,"SUV",23.8612,4510.102,244.6293,8.7134,372.4456
2018,"SUV",24.08321,4490.644,238.3325,8.8611,369.0123
2019,"SUV",23.35259,4585.289,259.3298,8.4138,380.5574
2020,"SUV",23.59678,4540.699,254.8312,8.4701,376.6192
2021,"SUV",25.09849,4341.268,225.1118,8.9841,354.0851
1985,"Sedan",27.96709,2708.479,91.1567,15.2047,317.9447
1986,"Sedan",27.34937,2760.516,97.1307,13.8217,325.0122
1987,"Sedan",27.79917,2831.097,106.7984,13.3749,319.6858
1988,"Sedan",27.46684,2786.256,104.8099,13.4685,323.5537
1989,"Sedan",26.65757,2835.797,110.3229,12.7242,333.3762
1990,"Sedan",25.39828,2961.291,121.3985,11.568,349.9056
1991,"Sedan",25.42933,2920.706,120.3914,11.6225,349.4783
1992,"Sedan",23.98421,3095.725,130.9996,11.1865,370.5355
1993,"Sedan",23.97802,3142.185,137.5112,10.1514,370.6311
1994,"Sedan",23.96944,3145.399,131.2895,10.3928,370.7637
1995,"Sedan",24.67417,3176.689,138.642,10.8147,360.1742
1996,"Sedan",24.17329,3204.138,133.795,11.0902,367.6372
1997,"Sedan",24.33018,3231.863,141.6446,10.8308,365.2664
1998,"Sedan",24.59167,3313.12,152.1865,10.6616,361.3826
1999,"Sedan",24.58709,3303.835,153.0361,10.5995,361.4498
2000,"Sedan",24.66741,3260.089,155.2616,9.8583,360.2729
2001,"Sedan",25.12699,3241.762,156.0293,9.8048,353.6834
2002,"Sedan",24.59561,3351.779,170.3487,9.4744,361.3247
2003,"Sedan",25.8023,3199.812,159.088,9.4068,344.4267
2004,"Sedan",25.9113,3295.236,162.0722,9.4026,342.9777
2005,"Sedan",27.2159,3223.415,153.3339,9.4453,326.5371
2006,"Sedan",27.01652,3235.627,157.9348,9.5069,328.9469
2007,"Sedan",27.34144,3361.625,169.3895,9.2541,325.0378
2008,"Sedan",28.05755,3321.815,163.9638,9.3416,316.7418
2009,"Sedan",28.30517,3314.942,153.9206,9.5363,313.9709
2010,"Sedan",30.38841,3334.501,151.7469,9.5425,292.447
2011,"Sedan",28.25845,3470.209,170.6304,8.9977,314.49
2012,"Sedan",31.10376,3389.316,156.2479,9.2175,285.7227
2013,"Sedan",30.98661,3404.818,162.4878,9.1312,286.7967
2014,"Sedan",30.8788,3415.053,164.771,8.9391,287.804
2015,"Sedan",31.17174,3406.72,162.9699,9.0158,285.0987
2016,"Sedan",31.07472,3365.009,163.1043,9.0092,285.8986
2017,"Sedan",31.90273,3367.882,159.782,9.0564,277.2901
2018,"Sedan",33.23686,3438.783,179.5908,8.4485,266.5943
2019,"Sedan",33.25223,3468.863,184.1151,8.2801,266.63
2020,"Sedan",34.73528,3445.205,177.0508,8.0728,255.0724
2021,"Sedan",34.56245,3505.32,180.7745,8.1702,255.8171
1978,"SUV",9.83081,4500,125,15.54,903.9948
1979,"SUV",11.33285,4500,125,15.1469,784.1808
1980,"SUV",11.74098,4001.328,125,14.7106,756.9215
1981,"SUV",12.16498,4238.566,125,15.1456,730.5397
1982,"SUV",12.10577,4341.951,125,16.3683,734.1125
1983,"SUV",12.03737,4462.664,125,15.2322,738.2841
1984,"SUV",14.72349,3938.969,108.7301,15.6149,603.5933
1985,"SUV",17.9883,3727.382,118.0464,14.2708,494.0433
1986,"SUV",19.75881,4028.611,117.4514,14.5779,449.7742
1987,"SUV",19.13899,3729.913,117.7473,14.0086,464.3401
1988,"SUV",17.05409,4017.807,134.3321,13.7431,521.1066
1989,"SUV",16.54174,4102.559,139.6443,13.1507,537.247
1990,"SUV",16.25186,4300.816,146.9997,12.3263,546.8296
1991,"SUV",15.24884,4537.238,148.8305,12.7012,582.7984
1992,"SUV",14.1705,4573.266,149.5486,12.5131,627.1478
1993,"SUV",14.2897,4582.476,161.2443,11.2077,621.9167
1994,"SUV",14.36523,4483.79,160.5509,11.0993,618.6468
1995,"SUV",14.4489,4543.92,156.1001,11.6352,615.0641
1996,"SUV",17.45572,3928.955,171.0608,10.6541,509.1169
1997,"SUV",16.84803,4001.634,182.0414,10.0751,527.4801
1998,"SUV",17.89274,3998.927,176.1504,10.8572,496.682
1999,"SUV",17.77667,4237.739,192.0493,10.6203,499.9249
2000,"SUV",17.4827,4296.39,192.3366,10.1807,508.3312
2001,"SUV",17.48391,4367.676,203.4314,9.7618,508.296
2002,"SUV",17.43716,4399.128,205.8259,9.8454,509.6586
2003,"SUV",17.4215,4447.417,218.8624,9.3505,510.1169
2004,"SUV",17.70908,4535.963,225.2203,9.1909,501.833
2005,"SUV",18.10252,4510.113,232.8884,8.8925,490.9261
2006,"SUV",19.20499,4533.493,224.059,8.845,462.7443
2007,"SUV",19.09633,4461.215,229.8358,8.9856,465.3774
2008,"SUV",19.53476,4636.788,256.2383,8.5444,454.9326
2009,"SUV",20.95411,4409.346,244.3584,8.5576,424.1174
2010,"SUV",21.04571,4544.077,253.3477,8.51,422.2713
2011,"SUV",20.84727,4531.176,250.3843,8.6667,426.2908
2012,"SUV",20.88178,4477.438,248.1993,8.6552,425.5864
2013,"SUV",21.14255,4506.019,245.0409,8.6123,420.3371
2014,"SUV",21.1391,4557.843,244.5766,8.6813,420.4058
2015,"SUV",21.80547,4469.515,240.3895,8.6465,407.5583
2016,"SUV",21.59623,4572.232,247.3104,8.3819,411.5071
2017,"SUV",23.05556,4539.223,240.4718,8.3075,385.4602
2018,"SUV",22.83994,4555.35,238.0819,8.419,389.0991
2019,"SUV",23.93923,4502.114,254.0178,7.7432,371.2317
2020,"SUV",24.98617,4435.44,240.537,7.4672,355.6768
2021,"SUV",26.52361,4401.985,233.0763,7.6762,333.2163
2016,"Van",22.3883,4734.335,208,9.2937,396.9483
2017,"Van",22.4671,4702.475,208,9.2587,395.5562
2018,"Van",21.54017,4832.828,208,9.402,412.578
2019,"Van",21.8858,4718.815,208,9.2767,406.0624
2020,"Van",22.44489,4522.588,208,9.0609,395.9477
2021,"Van",20.74475,4630.81,208,8.6512,428.3976
1978,"Sedan",15.89801,3971.459,128.4329,15.4767,588.6004
1979,"Sedan",17.41057,3949.518,118.6649,16.5521,548.0309
1980,"Sedan",20.30241,3780.852,101.5791,17.7627,480.3276
1981,"Sedan",21.69525,3747.266,103.2452,17.4025,451.069
1982,"Sedan",22.2821,3889.729,115.4543,17.5018,440.397
1983,"Sedan",22.42561,3477.815,107.2507,15.72,417.225
1984,"Sedan",22.08689,3329.512,113.9979,14.4997,415.0552
1985,"Sedan",19.62952,3699.926,134.0871,13.4218,474.2205
1986,"Sedan",17.90609,3686.085,180.494,10.4546,500.1838
1987,"Sedan",18.61285,3647.985,176.3154,10.711,488.6234
1988,"Sedan",17.78644,3650.437,182.3788,10.5794,499.999
1989,"Sedan",17.82522,3743.152,185.6439,10.1733,498.7563
1990,"Sedan",17.79946,3828.799,190.0228,9.6062,501.0368
1991,"Sedan",18.56758,3836.136,187.6179,9.919,482.9494
1992,"Sedan",18.17669,3995.72,213.3341,9.3006,492.0969
1993,"Sedan",18.92394,4147.069,216.2402,8.7333,469.6167
1994,"Sedan",19.5682,4099.017,228.4332,8.1961,454.8112
1995,"Sedan",20.29569,4082.009,217.9633,8.7871,440.4997
1996,"Sedan",20.7918,4016.454,199.9279,9.5921,429.3281
1997,"Sedan",20.63856,4013.587,225.1008,8.5297,431.8191
1998,"Sedan",22.18881,3878.153,212.8497,8.9293,401.8811
1999,"Sedan",21.50476,3879.585,222.9132,8.4609,414.7706
2000,"Sedan",20.37646,4017.768,242.4735,7.8406,436.1406
2001,"Sedan",20.25004,3940.982,240.6548,7.6863,438.8632
2002,"Sedan",19.95043,3886.698,229.3922,8.0687,445.454
2003,"Sedan",19.75119,3919.952,247.6569,7.6936,449.9475
2004,"Sedan",19.75279,3949.198,243.3851,7.7789,449.9112
2005,"Sedan",20.08637,3868.864,239.3357,7.7564,444.2348
2006,"Sedan",19.35834,4158.771,267.0497,7.222,460.2828
2007,"Sedan",18.77113,4271.827,294.6432,7.0272,474.4517
2008,"Sedan",20.29979,3997.505,268.0829,7.6449,438.846
2009,"Sedan",20.59859,3930.005,261.4784,7.5337,432.0184
2010,"Sedan",19.98514,4144.731,273.465,7.1734,444.6803
2011,"Sedan",20.34556,4140.975,269.6579,7.2556,437.4716
2012,"Sedan",22.80448,4049.46,276.9347,7.106,390.6842
2013,"Sedan",23.97028,3915.286,266.4376,7.3004,370.8189
2014,"Sedan",24.79317,4055.095,275.6821,7.0386,357.6407
2015,"Sedan",25.69462,3966.894,276.0132,6.9926,344.7663
2016,"Sedan",25.71735,3952.253,273.7727,6.8936,344.9896
2017,"Sedan",25.85936,4070.459,277.8432,6.6794,342.5133
2018,"Sedan",25.85901,4068.908,283.743,6.4808,342.806
2019,"Sedan",25.5484,4092.612,295.9659,6.3198,347.6193
2020,"Sedan",25.55655,4051.948,304.8621,6.1772,347.7364
2021,"Sedan",25.97827,4077.212,310.9836,6.0744,342.0936
1998,"SUV",17.4368,4500,215,9.7543,509.6694
1999,"SUV",16.56387,5000,231.7566,9.89,536.5291
2020,"Sedan",21.6858,4220.908,359.9493,5.8371,409.8074
2021,"Sedan",21.32815,4266.903,373.9067,5.7003,416.6794
1978,"SUV",13.24543,3608.05,130.5732,12.8272,670.9485
1979,"SUV",12.85027,3645.512,128.6224,13.8942,691.581
1980,"SUV",14.27639,3506.962,110.9993,15.4749,622.4964
1981,"SUV",15.69258,3502.483,114.1915,15.0896,566.3185
1982,"SUV",15.09607,3741.761,120.7886,15.9842,588.6961
1983,"SUV",15.04845,3676.22,123.1067,14.1889,590.5592
1984,"SUV",15.52872,3646.038,118.3486,14.9155,572.2945
1985,"SUV",12.73637,4471.419,144.8613,14.3809,697.7655
1986,"SUV",16.20232,3744.817,122.2635,13.9974,548.5615
1987,"SUV",16.79785,3688.803,144.8846,12.4903,529.0825
1988,"SUV",16.18872,3664.588,155.4343,12.0571,548.9624
1989,"SUV",16.15115,3646.846,157.5632,11.4781,550.2395
1990,"SUV",16.63656,3566.211,160.0665,10.5064,534.1848
1991,"SUV",16.22101,3571.535,171.8039,10.0478,547.8696
1992,"SUV",16.48563,3448.652,180.9222,9.3937,539.0757
1993,"SUV",16.64359,3478.383,178.9257,8.7986,533.9593
